Time (s);Pressure (hPa)
10.90423323;987.765625
11.00423323;987.7509766
11.10423323;987.7695312
11.20423323;987.7736816
11.30423323;987.7880859
11.40423323;987.7839355
11.50423323;987.777832
11.60423323;987.7592773
11.70423323;987.7734375
11.80423323;987.7595215
11.90423323;987.7490234
12.00423323;987.7429199
12.10423323;987.7316895
12.20423323;987.7109375
12.30423323;987.7124023
12.40423323;987.6833496
12.50423323;987.6743164
12.60423323;987.6750488
12.70423323;987.6682129
12.80423323;987.6599121
12.90423323;987.6496582
13.00423323;987.6350098
13.10423323;987.6394043
-13.20423323;987.6115723
13.30423323;987.6030273
13.40423323;987.5739746
13.50423323;987.5712891
13.60423323;987.5783691
13.70423323;987.5720215
13.80423323;987.5695801
13.90423323;987.5559082
14.00423323;987.5371094
14.10423323;987.5366211
14.20423323;987.5124512
14.30423323;987.4960938
14.40423323;987.4960938
14.50423323;987.4765625
14.60423323;987.4812012
14.70423323;987.4560547
14.80423323;987.4279785
14.90423323;987.4272461
15.00423323;987.4016113
15.10423323;987.4147949
15.20423323;987.4101562
15.30423323;987.385498
15.40423323;987.3762207
15.50423323;987.3762207
15.60423323;987.3503418
15.70423323;987.3352051
15.80423323;987.3312988
15.90423323;987.3127441
16.00423323;987.2883301
16.10423323;987.2770996
16.20423323;987.2722168
16.30423323;987.2521973
16.40423323;987.2514648
16.50423323;987.2382812
16.60423323;987.2163086
16.70423323;987.2194824
16.80423323;987.2263184
16.90423323;987.2092285
17.00423323;987.1894531
17.10423323;987.1713867
17.20423323;987.1564941
17.30423326;987.1623535
17.40423326;987.1420898
17.50423326;18987.1355
17.60423326;987.1101074
17.70423326;987.0874023
17.80423326;987.0771484
17.90423326;987.0578613
18.00423326;987.0439453
18.10423326;987.0192871
18.20423326;987.0224609
18.30423326;987.0180664
18.40423326;987.0244141
18.50423326;987.0185547
18.60423326;987.017334
18.70423326;986.9755859
18.80423326;986.9643555
18.90423326;9869462891
19.00423326;986.9282227
19.10423326;986.9316406
19.2028116;986.9238281
19.3028116;986.909668
19.4028116;986.9047852
19.5028116;986.8830566
19.6028116;986.885498
19.70277827;986.869873
19.80274494;986.8581543
19.9027116;986.8408203
20.00267827;986.8571777
20.10264493;986.8293457
20.2026116;986.8051758
20.30257823;986.7905273
20.4025449;986.7939453
20.50251157;986.7521973
20.60247823;986.730957
20.7024449;986.7043457
20.80241156;986.706543
0;986.6862793
21.0023449;986.6723633
21.10231156;986.675293
21.20227823;986.6601562
21.30224489;986.6435547
21.40221156;986.652832
21.50217822;986.6445312
21.60214489;986.6513672
21.70211156;986.6181641
21.80207822;986.6013184
21.90204489;986.5942383
22.00201156;986.5681152
22.10197822;986.5666504
22.20194489;986.5512695
22.30191155;986.5332031
22.40187822;986.5129395
22.50184488;986.5302734
22.60181155;986.5195312
22.70181155;986.4995117
22.80181155;986.4836426
22.90181155;986.470459
23.00181155;986.4492188
23.10181155;986.4506836
23.20181155;986.4318848
23.30181155;986.4213867
23.40181155;986.3925781
23.50181155;986.3796387
23.60181155;986.3725586
23.70181155;986.3666992
23.80181155;986.3640137
23.90181155;986.3383789
24.00181155;986.3217773
24.10181155;986.3156738
24.20181155;986.3085938
24.30181155;986.291748
24.40181155;986.2756348
24.50181155;986.2822266
24.60181155;986.2597656
24.70181155;986.2609863
24.80181155;986.2370605
24.90181155;986.2524414
25.00181155;986.2355957
25.10181155;986.2194824
25.20181155;986.1987305
25.30181155;986.1962891
25.40181155;986.1901855
25.50181155;986.2021484
25.60181155;986.1733398
25.70181155;986.1589355
25.80181155;986.1103516
25.90181155;986.0605469
26.00181155;986.0571289
26.10181155;986.0422363
26.20181155;986.0581055
26.30181155;986.0539551
26.40181155;986.0356445
26.50181155;986.0490723
26.60181155;986.0253906
26.70181155;986.0107422
26.80181155;985.9956055
26.90181155;986.0056152
27.00181155;985.9804688
27.10181155;985.9770508
27.20181155;985.9655762
27.30181155;985.9619141
-1;-1
27.50181155;985.9643555
27.60181155;985.9660645
27.70181155;985.9675293
27.80181155;985.9494629
27.90181155;985.9414062
28.00181155;985.9328613
28.10181155;985.9465332
28.20181155;985.9541016
28.30181155;985.9567871
28.40181155;985.9611816
28.50181155;985.9619141
28.60181155;985.9333496
28.70181155;985.9440918
28.80181155;985.9707031
28.90181155;985.9536133
29.00181155;985.9204102
29.10181155;985.8886719
29.20181155;985.8703613
29.30181155;985.8874512
29.40177822;985.8771973
29.5017751;985.8723145
29.60174176;985.8708496
29.70170843;985.8735352
29.80167509;985.8725586
29.90164176;985.8586426
30.00160843;985.8752441
30.10157509;985.8811035
30.20154176;985.8886719
30.30150842;985.895752
30.40147509;985.9291992
30.50144176;985.9421387
30.60140842;985.9274902
30.70137509;985.9282227
30.80134175;985.9282227
30.90130842;985.918457
31.00127509;985.9223633
31.10124175;985.9177246
31.20120842;985.9106445
31.30117508;985.9194336
31.40114175;985.9138184
31.50110842;985.9111328
31.60107508;985.8933105
31.70104175;985.9111328
31.80100841;985.9172363
31.90097508;985.9033203
32.00094175;985.8864746
